101831.00;5006.16583;N;01423.63169;E;242.4;2.880;+027.72;0099281;;
101832.00;5006.16569;N;01423.63090;E;242.0;1.565;+027.73;0099276;;
101833.00;5006.16548;N;01423.63012;E;241.1;0.404;+027.73;0099284;;
101834.00;5006.16540;N;01423.62974;E;241.2;1.030;+027.75;0099276;;
101835.00;5006.16536;N;01423.62903;E;240.8;0.533;+027.76;0099278;;
101836.00;5006.16511;N;01423.62852;E;240.2;2.176;+027.76;0099277;;
101837.00;5006.16457;N;01423.62843;E;239.2;3.715;+027.77;0099274;;
101838.00;5006.16363;N;01423.62820;E;237.6;5.448;+027.78;0099269;;
101839.00;5006.16251;N;01423.62929;E;236.9;8.334;+027.79;0099269;;
101840.00;5006.16132;N;01423.63138;E;236.8;11.725;+027.79;0099270;;
101841.00;5006.16140;N;01423.63438;E;236.2;17.144;+027.80;0099269;;
101842.00;5006.16215;N;01423.63805;E;234.8;22.708;+027.81;0099271;;
101843.00;5006.16303;N;01423.64257;E;232.1;26.734;+027.82;0099268;;
101844.00;5006.16396;N;01423.64851;E;231.3;27.705;+027.82;0099275;;
101845.00;5006.16455;N;01423.65528;E;230.4;28.513;+027.84;0099275;;
101846.00;5006.16521;N;01423.66142;E;229.5;27.814;+027.84;0099274;;
101847.00;5006.16560;N;01423.66721;E;229.1;26.359;+027.85;0099276;;
101848.00;5006.16593;N;01423.67250;E;228.7;24.925;+027.86;0099270;;
101849.00;5006.16614;N;01423.67762;E;228.7;23.061;+027.87;0099272;;
101850.00;5006.16605;N;01423.68243;E;228.9;21.613;+027.87;0099273;;
101851.00;5006.16634;N;01423.68634;E;229.2;18.907;+027.87;0099277;;
101852.00;5006.16645;N;01423.68983;E;229.3;15.994;+027.88;0099276;;
101853.00;5006.16663;N;01423.69221;E;229.1;11.051;+027.89;0099277;;
101854.00;5006.16627;N;01423.69335;E;227.9;7.788;+027.90;0099280;;
101855.00;5006.16611;N;01423.69410;E;227.3;5.578;+027.90;0099280;;
101856.00;5006.16603;N;01423.69565;E;227.1;7.440;+027.92;0099272;;
101857.00;5006.16625;N;01423.69783;E;227.1;11.040;+027.93;0099271;;
101858.00;5006.16654;N;01423.70042;E;226.8;11.999;+027.94;0099271;;
101859.00;5006.16665;N;01423.70258;E;226.6;9.754;+027.95;0099274;;
101900.00;5006.16660;N;01423.70417;E;226.3;7.276;+027.95;0099272;;
101901.00;5006.16657;N;01423.70643;E;226.3;9.784;+027.95;0099276;;
101902.00;5006.16697;N;01423.70886;E;226.5;12.130;+027.96;0099273;;
101903.00;5006.16747;N;01423.71200;E;226.6;15.368;+027.97;0099261;;
101904.00;5006.16876;N;01423.71439;E;226.9;15.406;+027.98;0099267;;
101905.00;5006.17137;N;01423.71516;E;226.4;16.255;+027.98;0099260;;
101906.00;5006.17462;N;01423.71495;E;226.9;19.260;+028.00;0099271;;
101907.00;5006.17869;N;01423.71438;E;226.6;24.521;+028.01;0099275;;
101908.00;5006.18324;N;01423.71391;E;226.4;29.293;+028.01;0099272;;
101909.00;5006.18797;N;01423.71306;E;226.4;31.510;+028.02;0099270;;
101910.00;5006.19281;N;01423.71242;E;226.8;32.893;+028.03;0099271;;
101911.00;5006.19781;N;01423.71188;E;227.0;34.341;+028.03;0099276;;
101912.00;5006.20269;N;01423.71104;E;227.1;34.395;+028.04;0099280;;
101913.00;5006.20769;N;01423.71079;E;227.2;34.165;+028.04;0099280;;
101914.00;5006.21247;N;01423.70982;E;226.8;33.549;+028.04;0099290;;
101915.00;5006.21769;N;01423.70864;E;226.7;35.276;+028.05;0099287;;
101916.00;5006.22332;N;01423.70796;E;226.6;37.232;+028.05;0099291;;
101917.00;5006.22919;N;01423.70725;E;226.2;38.993;+028.06;0099296;;
101918.00;5006.23478;N;01423.70658;E;226.1;38.464;+028.07;0099295;;
101919.00;5006.24027;N;01423.70589;E;226.3;37.886;+028.09;0099298;;
101920.00;5006.24565;N;01423.70522;E;226.6;37.223;+028.09;0099299;;
101921.00;5006.25086;N;01423.70442;E;226.9;35.669;+028.10;0099303;;
101922.00;5006.25573;N;01423.70338;E;226.7;33.513;+028.11;0099301;;
101923.00;5006.26039;N;01423.70220;E;226.9;32.345;+028.12;0099314;;
101924.00;5006.26416;N;01423.70069;E;227.3;28.007;+028.12;0099316;;
101925.00;5006.26798;N;01423.70003;E;227.1;26.430;+028.12;0099322;;
101926.00;5006.27086;N;01423.69971;E;226.8;21.294;+028.13;0099319;;
101927.00;5006.27331;N;01423.69906;E;226.6;17.480;+028.14;0099328;;
101928.00;5006.27517;N;01423.69872;E;226.1;13.746;+028.15;0099322;;
101929.00;5006.27628;N;01423.69782;E;225.7;9.981;+028.15;0099318;;
101930.00;5006.27724;N;01423.69732;E;226.0;7.424;+028.17;0099321;;
101931.00;5006.27725;N;01423.69485;E;227.0;7.363;+028.17;0099322;;
101932.00;5006.27724;N;01423.69254;E;228.0;8.650;+028.18;0099313;;
101933.00;5006.27709;N;01423.69097;E;228.7;7.701;+028.18;0099317;;
101934.00;5006.27687;N;01423.68950;E;229.1;7.171;+028.19;0099316;;
101935.00;5006.27675;N;01423.68750;E;229.2;9.051;+028.19;0099319;;
101936.00;5006.27631;N;01423.68463;E;229.3;12.892;+028.20;0099325;;
101937.00;5006.27567;N;01423.68107;E;229.7;16.244;+028.20;0099320;;
101938.00;5006.27518;N;01423.67696;E;229.4;18.885;+028.20;0099321;;
101939.00;5006.27472;N;01423.67186;E;229.1;23.250;+028.21;0099314;;
101940.00;5006.27418;N;01423.66622;E;228.8;24.863;+028.21;0099308;;
101941.00;5006.27386;N;01423.66008;E;228.8;26.503;+028.22;0099317;;
101942.00;5006.27348;N;01423.65356;E;229.0;28.823;+028.23;0099315;;
