220457.00;5005.76882;N;01421.43911;E;310.1;1.533;+027.82;0098128;;
220458.00;5005.76882;N;01421.43962;E;310.5;1.017;+027.84;0098124;;
220459.00;5005.76925;N;01421.43927;E;311.0;1.299;+027.84;0098132;;
220500.00;5005.76915;N;01421.43928;E;311.2;1.068;+027.84;0098125;;
220501.00;5005.76918;N;01421.43969;E;311.4;0.914;+027.84;0098133;;
220502.00;5005.76956;N;01421.43866;E;312.4;1.011;+027.85;0098129;;
220503.00;5005.76945;N;01421.43902;E;312.7;0.737;+027.85;0098126;;
220504.00;5005.76899;N;01421.43942;E;313.1;1.136;+027.85;0098134;;
220505.00;5005.76882;N;01421.44022;E;312.5;1.323;+027.85;0098129;;
220506.00;5005.76896;N;01421.43999;E;312.6;1.225;+027.86;0098132;;
220507.00;5005.76892;N;01421.43934;E;312.7;1.941;+027.86;0098125;;
220508.00;5005.76928;N;01421.43965;E;312.3;1.701;+027.86;0098124;;
220509.00;5005.77009;N;01421.43936;E;312.4;1.827;+027.87;0098126;;
220510.00;5005.76994;N;01421.43924;E;312.4;1.578;+027.87;0098123;;
220511.00;5005.77000;N;01421.43873;E;312.5;1.489;+027.87;0098126;;
220512.00;5005.77033;N;01421.43988;E;312.6;0.819;+027.87;0098129;;
220513.00;5005.76990;N;01421.44107;E;312.9;0.951;+027.87;0098129;;
220514.00;5005.77041;N;01421.44031;E;313.7;0.333;+027.87;0098124;;
220515.00;5005.77017;N;01421.44038;E;313.8;0.606;+027.87;0098128;;
