084427.00;5006.19651;N;01423.56138;E;262.3;0.628;+029.38;0098903;;
084428.00;5006.19644;N;01423.56065;E;264.0;0.862;+029.39;0098901;;
084429.00;5006.19659;N;01423.56129;E;263.0;0.195;+029.39;0098899;;
084430.00;5006.19659;N;01423.56194;E;262.5;0.922;+029.38;0098904;;
084431.00;5006.19642;N;01423.56159;E;263.5;0.241;+029.39;0098905;;
084432.00;5006.19638;N;01423.56137;E;264.1;0.235;+029.38;0098902;;
084433.00;5006.19630;N;01423.56134;E;264.6;0.035;+029.37;0098901;;
084434.00;5006.19581;N;01423.56033;E;266.7;0.476;+029.38;0098898;;
084435.00;5006.19576;N;01423.56016;E;267.0;0.628;+029.37;0098901;;
084436.00;5006.19562;N;01423.55994;E;267.6;0.630;+029.37;0098900;;
084437.00;5006.19543;N;01423.55951;E;268.9;0.656;+029.37;0098900;;
084438.00;5006.19543;N;01423.55957;E;269.0;0.412;+029.37;0098899;;
084439.00;5006.19567;N;01423.56008;E;268.0;0.076;+029.38;0098901;;
084440.00;5006.19581;N;01423.56042;E;267.9;0.183;+029.37;0098901;;
084441.00;5006.19578;N;01423.56036;E;268.0;0.251;+029.38;0098899;;
084442.00;5006.19569;N;01423.56003;E;268.6;0.709;+029.38;0098901;;
084443.00;5006.19578;N;01423.56016;E;268.4;0.231;+029.37;0098904;;
084444.00;5006.19587;N;01423.56022;E;268.2;0.271;+029.37;0098901;;
084445.00;5006.19571;N;01423.55968;E;269.1;0.619;+029.37;0098901;;
084446.00;5006.19566;N;01423.55927;E;269.6;0.610;+029.37;0098905;;
084447.00;5006.19533;N;01423.55837;E;271.4;1.036;+029.37;0098904;;
084448.00;5006.19509;N;01423.55777;E;272.3;1.448;+029.37;0098900;;
084449.00;5006.19512;N;01423.55762;E;272.0;1.555;+029.36;0098905;;
