215722.00;5005.75057;N;01421.39464;E;398.8;0.069;+028.43;0098126;;
215723.00;5005.75038;N;01421.39460;E;398.9;0.281;+028.43;0098127;;
215724.00;5005.75016;N;01421.39563;E;398.8;1.312;+028.42;0098128;;
215725.00;5005.75019;N;01421.39555;E;398.9;0.576;+028.43;0098129;;
215726.00;5005.75018;N;01421.39564;E;398.9;0.253;+028.43;0098133;;
215727.00;5005.74986;N;01421.39706;E;398.2;1.039;+028.44;0098127;;
215728.00;5005.74947;N;01421.39727;E;398.2;1.465;+028.45;0098128;;
215729.00;5005.74987;N;01421.39725;E;397.6;0.205;+028.45;0098126;;
215730.00;5005.74946;N;01421.39607;E;399.6;0.056;+028.45;0098129;;
215731.00;5005.74928;N;01421.39625;E;399.5;0.396;+028.46;0098131;;
215732.00;5005.74916;N;01421.39643;E;399.4;0.379;+028.46;0098131;;
215733.00;5005.74931;N;01421.39748;E;397.7;0.280;+028.45;0098130;;
215734.00;5005.74909;N;01421.39762;E;397.8;0.380;+028.45;0098129;;
215735.00;5005.74844;N;01421.39778;E;397.8;1.615;+028.45;0098127;;
215736.00;5005.74869;N;01421.39824;E;396.5;1.083;+028.45;0098129;;
215737.00;5005.74866;N;01421.39828;E;396.4;0.872;+028.46;0098132;;
215738.00;5005.74897;N;01421.39808;E;396.3;0.265;+028.47;0098129;;
215739.00;5005.74840;N;01421.39713;E;396.6;0.645;+028.47;0098125;;
215740.00;5005.74821;N;01421.39703;E;396.5;1.016;+028.46;0098131;;
215741.00;5005.74853;N;01421.39690;E;395.8;0.475;+028.46;0098127;;
215742.00;5005.74952;N;01421.39725;E;393.9;1.298;+028.46;0098128;;
215743.00;5005.74957;N;01421.39713;E;393.8;1.133;+028.47;0098135;;
215744.00;5005.74950;N;01421.39698;E;393.6;0.968;+028.47;0098123;;
215745.00;5005.74894;N;01421.39640;E;394.1;0.654;+028.47;0098131;;
215746.00;5005.74899;N;01421.39651;E;393.6;0.654;+028.47;0098129;;
215747.00;5005.74917;N;01421.39662;E;393.3;0.452;+028.47;0098128;;
215748.00;5005.74946;N;01421.39809;E;391.2;0.645;+028.47;0098124;;
215749.00;5005.75005;N;01421.39803;E;390.9;0.762;+028.47;0098128;;
215750.00;5005.75029;N;01421.39807;E;390.5;0.869;+028.47;0098126;;
215751.00;5005.75035;N;01421.39968;E;388.9;0.590;+028.47;0098132;;
215752.00;5005.75036;N;01421.39971;E;388.7;0.353;+028.47;0098129;;
215753.00;5005.75011;N;01421.39998;E;388.5;0.729;+028.47;0098132;;
215754.00;5005.74968;N;01421.39859;E;390.2;0.416;+028.46;0098130;;
215755.00;5005.74970;N;01421.39883;E;389.7;0.345;+028.45;0098128;;
215756.00;5005.75013;N;01421.39894;E;389.3;0.492;+028.45;0098126;;
215757.00;5005.75089;N;01421.39969;E;387.7;1.040;+028.45;0098131;;
215758.00;5005.74985;N;01421.40078;E;387.3;1.585;+028.45;0098128;;
215759.00;5005.74947;N;01421.40137;E;386.7;1.961;+028.45;0098130;;
215800.00;5005.74846;N;01421.40094;E;387.2;2.907;+028.46;0098132;;
215801.00;5005.74818;N;01421.40160;E;386.4;2.879;+028.46;0098127;;
